snap,time,x,y,z
0,0.000000e+00,1.930089e-01,1.659173e+00,3.442684e+00
0,0.000000e+00,2.116697e+00,1.047481e+00,1.264375e+00
0,0.000000e+00,3.175282e+00,4.298113e+00,1.519177e+00
0,0.000000e+00,1.507489e-01,1.832389e+00,3.812299e+00
0,0.000000e+00,1.599319e+00,6.986769e-01,5.553455e-01
0,0.000000e+00,3.789021e+00,4.313694e-01,2.751969e+00
0,0.000000e+00,2.819704e+00,3.702973e+00,4.882294e+00
0,0.000000e+00,1.109712e+00,2.274488e+00,2.592234e+00
0,0.000000e+00,2.865147e+00,2.773117e+00,3.630151e+00
0,0.000000e+00,3.137282e+00,3.964354e+00,2.913965e+00
0,0.000000e+00,1.386220e+00,4.129862e+00,4.545638e+00
0,0.000000e+00,4.801414e+00,1.274059e+00,6.206190e-01
0,0.000000e+00,1.093299e+00,4.421841e+00,4.891232e+00
0,0.000000e+00,2.584986e+00,4.545090e+00,1.751121e+00
0,0.000000e+00,1.424795e+00,1.171909e+00,2.422298e+00
0,0.000000e+00,1.952650e+00,4.933430e+00,2.826167e+00
0,0.000000e+00,4.677129e+00,2.780633e+00,1.556640e+00
0,0.000000e+00,4.586933e+00,3.862846e+00,3.803627e+00
0,0.000000e+00,2.206677e+00,1.755493e+00,1.604245e+00
0,0.000000e+00,8.643379e-01,4.865275e+00,5.960986e-01
0,0.000000e+00,3.750813e+00,1.278995e+00,4.698461e+00
0,0.000000e+00,3.323960e+00,1.107908e+00,1.000020e+00
0,0.000000e+00,3.917089e+00,2.173707e+00,4.493612e-01
0,0.000000e+00,3.835831e+00,4.731193e+00,4.966951e+00
0,0.000000e+00,6.144612e-01,1.183488e+00,1.166360e+00
0,0.000000e+00,3.009269e+00,3.108638e+00,1.127290e+00
0,0.000000e+00,8.629453e-01,2.813266e+00,3.880423e+00
0,0.000000e+00,2.392095e+00,2.427699e+00,2.770769e+00
0,0.000000e+00,1.223232e+00,4.606876e+00,4.498762e+00
0,0.000000e+00,2.799987e+00,4.987136e-01,4.391537e+00
0,0.000000e+00,3.368595e+00,4.222026e+00,6.980312e-01
0,0.000000e+00,3.094566e+00,2.573487e+00,1.778439e+00
0,0.000000e+00,4.067096e+00,1.518076e+00,3.924647e+00
0,0.000000e+00,4.488967e+00,3.814065e-01,3.683339e+00
0,0.000000e+00,4.483428e+00,9.683676e-01,4.839327e+00
0,0.000000e+00,6.772980e-01,3.950136e+00,2.975465e+00
0,0.000000e+00,1.777098e+00,4.785581e+00,8.162316e-01
0,0.000000e+00,6.850308e-01,2.205176e+00,3.216431e+00
0,0.000000e+00,3.428309e+00,3.400908e+00,2.850806e+00
0,0.000000e+00,2.954581e+00,1.228395e+00,3.322020e+00
0,0.000000e+00,2.373628e+00,4.569490e+00,2.571546e+00
0,0.000000e+00,3.044169e+00,2.691557e+00,1.725326e-01
0,0.000000e+00,4.795118e+00,1.786153e+00,1.663108e+00
0,0.000000e+00,3.747274e+00,1.302620e+00,2.017015e+00
0,0.000000e+00,2.458123e+00,8.135479e-01,2.957882e+00
0,0.000000e+00,2.324960e+00,1.463346e+00,1.935519e+00
0,0.000000e+00,3.279353e-01,3.212944e+00,1.748600e+00
0,0.000000e+00,1.116677e+00,3.870474e+00,3.926276e+00
0,0.000000e+00,4.305617e+00,2.326284e+00,2.354685e+00
0,0.000000e+00,2.183933e+00,3.083650e-01,3.555580e+00
0,0.000000e+00,5.334627e-01,2.654493e+00,3.152570e+00
0,0.000000e+00,3.077519e+00,7.261612e-01,8.716269e-01
0,0.000000e+00,3.222561e+00,5.487791e-01,2.630279e+00
0,0.000000e+00,4.858179e+00,4.268553e+00,3.905399e+00
0,0.000000e+00,1.902704e+00,1.754177e+00,4.691447e+00
0,0.000000e+00,4.833096e+00,4.051637e+00,1.182293e+00
0,0.000000e+00,1.796124e+00,4.352072e+00,4.367737e+00
0,0.000000e+00,3.517234e+00,4.962490e-01,3.265711e+00
0,0.000000e+00,2.471020e+00,4.774366e+00,6.194948e-01
0,0.000000e+00,4.798215e+00,1.985799e+00,9.003599e-01
0,0.000000e+00,3.381305e+00,2.491762e+00,3.527352e+00
0,0.000000e+00,1.561385e+00,5.967804e-01,4.226014e+00
0,0.000000e+00,2.405521e+00,3.791841e+00,4.747293e+00
0,0.000000e+00,6.331073e-02,3.677520e+00,4.043346e+00
0,0.000000e+00,3.941220e+00,6.077241e-01,8.250226e-01
0,0.000000e+00,3.660177e+00,4.683200e-01,4.849160e+00
0,0.000000e+00,4.814980e+00,2.236944e+00,4.228732e+00
0,0.000000e+00,4.210226e+00,7.816785e-01,4.697481e+00
0,0.000000e+00,2.503447e+00,3.225199e+00,4.499347e+00
0,0.000000e+00,3.095452e+00,3.050914e+00,1.512646e+00
0,0.000000e+00,3.968321e+00,1.459718e+00,3.976908e+00
0,0.000000e+00,2.523184e+00,2.993603e+00,4.546189e+00
0,0.000000e+00,1.776707e+00,4.266245e-01,3.365530e+00
0,0.000000e+00,1.551510e+00,4.624352e-01,2.070550e+00
0,0.000000e+00,6.223656e-01,4.376155e+00,2.650775e+00
0,0.000000e+00,1.419898e+00,3.063832e+00,3.091595e+00
0,0.000000e+00,1.296568e+00,2.906312e+00,3.560388e-01
0,0.000000e+00,5.528095e-01,2.144038e+00,1.110217e+00
0,0.000000e+00,2.778004e-01,4.619985e+00,4.307916e+00
0,0.000000e+00,4.749657e+00,2.742937e+00,2.386330e+00
0,0.000000e+00,1.289814e+00,1.738759e+00,3.818548e+00
0,0.000000e+00,2.942318e-01,4.234442e+00,1.839651e+00
0,0.000000e+00,4.812930e+00,1.038650e+00,2.238776e+00
0,0.000000e+00,3.205970e+00,2.562659e+00,2.673711e+00
0,0.000000e+00,3.040304e-01,3.157525e+00,2.077366e+00
0,0.000000e+00,2.927315e+00,4.549923e+00,1.686982e-01
0,0.000000e+00,1.046419e+00,8.739906e-01,3.047510e+00
0,0.000000e+00,1.374968e+00,1.399300e+00,2.190482e-01
0,0.000000e+00,2.457695e+00,1.649601e+00,4.811534e+00
0,0.000000e+00,1.793121e+00,1.426758e+00,2.581971e+00
0,0.000000e+00,4.151961e+00,2.689072e+00,4.293229e+00
0,0.000000e+00,2.998019e+00,2.955804e+00,3.555172e+00
0,0.000000e+00,4.810180e+00,2.796234e+00,4.566322e+00
0,0.000000e+00,2.076465e+00,1.029704e+00,2.156481e+00
0,0.000000e+00,4.722686e+00,1.306234e+00,3.415062e-01
0,0.000000e+00,1.827562e+00,4.206049e+00,4.863929e+00
0,0.000000e+00,1.968770e+00,2.799684e-01,7.654199e-01
0,0.000000e+00,4.379022e-02,1.627436e+00,2.137220e+00
0,0.000000e+00,2.353482e-01,4.057631e+00,3.759321e+00
0,0.000000e+00,7.439160e-02,8.782520e-01,2.135786e-01
0,0.000000e+00,2.628872e+00,5.771260e-02,2.875150e+00
0,0.000000e+00,1.949611e+00,3.028231e+00,8.584538e-01
0,0.000000e+00,5.322932e-01,2.865911e+00,3.627188e+00
0,0.000000e+00,1.261246e-01,4.914877e+00,4.629392e+00
0,0.000000e+00,2.255116e+00,4.665063e+00,9.631261e-01
0,0.000000e+00,2.569132e+00,1.520125e+00,1.966753e-01
0,0.000000e+00,2.460571e+00,3.461396e+00,4.491437e-01
0,0.000000e+00,3.198500e+00,3.477686e+00,2.049080e+00
0,0.000000e+00,3.632300e-01,3.685534e+00,1.134211e+00
0,0.000000e+00,4.095060e+00,3.732426e+00,1.984963e+00
0,0.000000e+00,4.281149e+00,1.388798e+00,2.015176e+00
0,0.000000e+00,2.183809e+00,3.310909e+00,7.090691e-02
0,0.000000e+00,3.014772e+00,3.815703e+00,2.909318e+00
0,0.000000e+00,1.669470e+00,3.914327e+00,2.851694e+00
0,0.000000e+00,1.326371e+00,1.196943e+00,2.544257e+00
0,0.000000e+00,2.262007e+00,3.738574e+00,4.036883e+00
0,0.000000e+00,2.431192e+00,1.226645e+00,2.525778e+00
0,0.000000e+00,2.852846e+00,4.397645e+00,1.030964e+00
0,0.000000e+00,4.874436e+00,4.733375e+00,4.688998e+00
0,0.000000e+00,1.036156e+00,3.855935e+00,3.448924e+00
0,0.000000e+00,2.993629e+00,3.164584e+00,4.810222e+00
0,0.000000e+00,3.631473e-02,3.758930e-01,3.148631e+00
0,0.000000e+00,7.973145e-02,3.363165e+00,1.991834e+00
0,0.000000e+00,2.961559e+00,6.013525e-02,9.336612e-01
0,0.000000e+00,8.407635e-01,1.359007e+00,2.103104e+00
0,0.000000e+00,3.357531e+00,3.593514e+00,8.691783e-01
0,0.000000e+00,2.421923e+00,1.052206e+00,2.068323e+00
0,0.000000e+00,4.920211e+00,3.877552e+00,1.493468e+00
0,0.000000e+00,9.786853e-01,3.779487e+00,1.254343e+00
0,0.000000e+00,6.951935e-01,4.788144e+00,1.377788e-01
0,0.000000e+00,4.116627e+00,2.809273e+00,3.274863e+00
0,0.000000e+00,3.954359e+00,2.818088e+00,3.623256e+00
0,0.000000e+00,2.130500e+00,2.870319e+00,2.013921e+00
0,0.000000e+00,4.094844e+00,8.593783e-01,2.046557e+00
0,0.000000e+00,5.601531e-02,1.672642e+00,3.378063e+00
0,0.000000e+00,2.131629e+00,5.767243e-02,1.999077e+00
0,0.000000e+00,2.973317e+00,2.452096e+00,3.023783e+00
0,0.000000e+00,6.915014e-02,2.399807e+00,1.928835e+00
0,0.000000e+00,1.535128e+00,3.350992e+00,7.358219e-01
0,0.000000e+00,2.761981e+00,4.018686e+00,5.514655e-01
0,0.000000e+00,2.872270e+00,3.162813e+00,3.333238e+00
0,0.000000e+00,1.174643e+00,2.144672e+00,1.178826e+00
0,0.000000e+00,4.770409e+00,4.247673e+00,4.021645e+00
0,0.000000e+00,1.811840e+00,3.370017e+00,4.853524e+00
0,0.000000e+00,3.830906e+00,3.398532e+00,1.553665e+00
0,0.000000e+00,2.236479e+00,5.576614e-01,1.583838e+00
0,0.000000e+00,4.208066e+00,3.503479e+00,4.008433e+00
0,0.000000e+00,2.259359e+00,3.545129e+00,1.435740e+00
0,0.000000e+00,4.160703e+00,1.077569e-01,4.759232e+00
0,0.000000e+00,4.869035e+00,2.842238e+00,3.805418e+00
0,0.000000e+00,4.480100e-01,7.420084e-01,1.995731e+00
0,0.000000e+00,3.753758e+00,1.889151e+00,4.112903e+00
0,0.000000e+00,4.905094e+00,1.687060e+00,3.388076e+00
0,0.000000e+00,3.954249e+00,3.471400e+00,1.785593e+00
0,0.000000e+00,3.835283e+00,2.329806e+00,2.116249e-01
0,0.000000e+00,4.164577e-01,4.538785e+00,7.417863e-01
0,0.000000e+00,1.972805e+00,3.774351e+00,4.217765e+00
0,0.000000e+00,1.008748e+00,1.061210e+00,2.790394e+00
0,0.000000e+00,2.416998e+00,2.494126e-01,2.870651e+00
0,0.000000e+00,2.203740e+00,1.459473e-01,7.403890e-01
0,0.000000e+00,1.036668e+00,5.664573e-01,1.454897e+00
0,0.000000e+00,3.004908e+00,4.292716e+00,3.316549e+00
0,0.000000e+00,2.145321e+00,4.225310e+00,3.110847e-02
0,0.000000e+00,5.609062e-01,3.207059e+00,3.475008e+00
0,0.000000e+00,2.319009e+00,2.069842e+00,8.323142e-01
0,0.000000e+00,2.503143e+00,2.458799e+00,3.985994e-01
0,0.000000e+00,3.217439e+00,4.404104e+00,4.145451e+00
0,0.000000e+00,2.462714e+00,4.403528e-01,2.341602e-01
0,0.000000e+00,2.806177e-01,2.829851e+00,4.560729e-01
0,0.000000e+00,3.123778e+00,6.109111e-02,5.745201e-01
0,0.000000e+00,3.836677e+00,1.070259e+00,1.113477e+00
0,0.000000e+00,3.190840e-01,4.047667e+00,4.336929e-01
0,0.000000e+00,3.608142e+00,1.220488e+00,4.631503e+00
0,0.000000e+00,3.611761e+00,1.753894e+00,2.866062e+00
0,0.000000e+00,2.114279e+00,4.045402e+00,4.908403e+00
0,0.000000e+00,2.919103e+00,1.576046e+00,2.394702e+00
0,0.000000e+00,3.290212e+00,4.765985e+00,1.826307e+00
0,0.000000e+00,2.463172e+00,2.256199e+00,2.239160e+00
0,0.000000e+00,2.669842e+00,2.509317e+00,9.651049e-02
0,0.000000e+00,3.098425e+00,6.605952e-01,1.301016e-01
0,0.000000e+00,3.645455e+00,4.469772e+00,1.172860e+00
0,0.000000e+00,4.731442e+00,4.761356e+00,2.480272e-01
0,0.000000e+00,1.926448e-01,3.396999e+00,1.441015e+00
0,0.000000e+00,4.796657e+00,2.036259e+00,3.167409e+00
0,0.000000e+00,2.690229e+00,4.123038e+00,2.240311e+00
0,0.000000e+00,2.626142e+00,2.069641e+00,3.788857e+00
0,0.000000e+00,4.835384e-02,3.873527e-01,3.582342e+00
0,0.000000e+00,1.847170e+00,2.823025e+00,8.660413e-01
0,0.000000e+00,4.058840e+00,5.203673e-01,3.347858e+00
0,0.000000e+00,4.127860e+00,3.591292e+00,3.980954e+00
0,0.000000e+00,4.230471e+00,2.264247e+00,3.478226e+00
0,0.000000e+00,4.308416e-01,2.023189e+00,3.267082e+00
0,0.000000e+00,6.513786e-01,2.188334e+00,1.691581e+00
0,0.000000e+00,2.064903e+00,2.012491e+00,3.700340e+00
0,0.000000e+00,2.598216e-01,4.675220e+00,2.850878e+00
0,0.000000e+00,2.472642e+00,2.328862e+00,4.893019e+00
0,0.000000e+00,1.289009e+00,2.349716e+00,3.078716e-01
0,0.000000e+00,4.843860e+00,4.169386e+00,3.103397e+00
0,0.000000e+00,7.374115e-01,3.255726e+00,3.596264e+00
0,0.000000e+00,4.057780e+00,2.411086e+00,2.215056e+00
0,0.000000e+00,3.066243e+00,1.669057e+00,4.451803e+00
0,0.000000e+00,1.571979e+00,2.072399e+00,1.502492e+00
0,0.000000e+00,4.811570e+00,2.696277e+00,3.663326e+00
0,0.000000e+00,1.530661e+00,4.733681e+00,7.033177e-01
0,0.000000e+00,2.585106e-01,4.966002e+00,4.060379e-01
0,0.000000e+00,3.081898e+00,2.466145e+00,2.707400e+00
0,0.000000e+00,3.002427e+00,3.727653e+00,8.461535e-02
0,0.000000e+00,3.282809e+00,3.599014e+00,4.226501e+00
0,0.000000e+00,1.413715e+00,4.308925e+00,2.509727e+00
0,0.000000e+00,3.748864e-02,3.394205e+00,4.893313e+00
0,0.000000e+00,2.225055e+00,1.487948e+00,1.589870e+00
0,0.000000e+00,1.704368e+00,3.032427e+00,3.634769e+00
0,0.000000e+00,3.179370e+00,2.871497e+00,1.358547e+00
0,0.000000e+00,1.870206e+00,4.374658e+00,1.119727e+00
0,0.000000e+00,2.546033e+00,4.605669e+00,1.113229e+00
0,0.000000e+00,2.924581e+00,2.715067e+00,3.551874e+00
0,0.000000e+00,6.594906e-01,7.449943e-01,2.307027e+00
